msn,location,daily_consumption_load,energy_supplied,energy_billed,technical_loss_kwh,loss_ratio,timestamp
7F6ACD62,Delhi,250.92,272.11,249.96,22.15,0.08390147984286293,2021-09-26
ACE43B7D,Chennai,241.02,260.28,240.9,19.380000000000003,0.07342881510104544,2021-09-26
ACE43B7D,Chennai,226.24,245.71,225.94,19.770000000000003,0.08051616061298413,2021-09-27
7F6ACD62,Delhi,246.88,266.54,246.12,20.419999999999998,0.07758698509914275,2021-09-27
3F42A75F,Mumbai,241.35,258.84,240.83,18.009999999999998,0.07101522242337313,2021-09-27
0653DAA9,Bengaluru,230.25,252.09,231.16,20.929999999999996,0.08099136766460906,2021-09-27
344684B5,Kolkata,239.94,260.5,238.9,21.599999999999998,0.08405325658216967,2021-09-27
0653DAA9,Bengaluru,229.28,248.85,229.77,19.08,0.07691517460263654,2021-09-28
344684B5,Kolkata,256.99,273.90999999999997,254.56,19.349999999999994,0.07416086013326498,2021-09-28
3F42A75F,Mumbai,247.03,267.44,247.46,19.979999999999997,0.0766735854636396,2021-09-28
7F6ACD62,Delhi,252.72,271.44,251.85999999999999,19.58,0.07233324851209638,2021-09-28
ACE43B7D,Chennai,249.37,269.51,249.69,19.82,0.07269692011072178,2021-09-28
7F6ACD62,Delhi,254.7,277.24,255.83,21.409999999999997,0.07640903409917278,2021-09-29
3F42A75F,Mumbai,262.68,281.2,261.16,20.040000000000003,0.07405535645803389,2021-09-29
ACE43B7D,Chennai,255.69,277.24,256.64,20.6,0.07347296899726936,2021-09-29
0653DAA9,Bengaluru,253.75,275.43,253.73,21.7,0.07586585209551808,2021-09-29
344684B5,Kolkata,246.37,264.69,246.56,18.130000000000003,0.07196513746904037,2021-09-29
3F42A75F,Mumbai,253.22,272.4,252.32999999999998,20.070000000000004,0.07428210838926762,2021-09-30
7F6ACD62,Delhi,242.18,261.41,241.89000000000001,19.519999999999996,0.0749141346672378,2021-09-30
0653DAA9,Bengaluru,238.88,259.32,240.15,19.17,0.07586578836151418,2021-09-30
344684B5,Kolkata,249.45,267.28,249.42000000000002,17.86,0.06891593026839864,2021-09-30
ACE43B7D,Chennai,237.2,258.35,237.9,20.449999999999996,0.07843107001928278,2021-09-30
ACE43B7D,Chennai,245.19,262.3,244.73,17.57,0.06608832068691443,2021-10-01
3F42A75F,Mumbai,263.71,284.03,262.78,21.25,0.07265615135953367,2021-10-01
7F6ACD62,Delhi,243.60999999999999,265.29,242.48,22.81,0.08250533984324875,2021-10-01
344684B5,Kolkata,247.05,267.46,247.84,19.62,0.07269092051255267,2021-10-01
0653DAA9,Bengaluru,233.35999999999999,253.81,233.4,20.41,0.0803626990773161,2021-10-01
0653DAA9,Bengaluru,239.18,258.49,238.81,19.68,0.07180447093349493,2021-10-02
344684B5,Kolkata,241.59,262.02,241.79,20.230000000000004,0.07526296431513736,2021-10-02
3F42A75F,Mumbai,259.74,280.09,259.57,20.52,0.07523178756768766,2021-10-02
7F6ACD62,Delhi,254.99,273.46,254.48,18.98,0.06798261275192924,2021-10-02
ACE43B7D,Chennai,250.12,270.43,251.68,18.75,0.07200590845741443,2021-10-02
ACE43B7D,Chennai,245.96,267.39,247.03,20.36,0.07324031276399887,2021-10-03
7F6ACD62,Delhi,255.18,273.55,254.37,19.180000000000007,0.07411702586247669,2021-10-03
3F42A75F,Mumbai,242.57999999999998,265.14,243.14,22.0,0.08080583272831217,2021-10-03
344684B5,Kolkata,233.68,251.38,233.59,17.79,0.06973424604761587,2021-10-03
0653DAA9,Bengaluru,229.61,248.95,230.57,18.38,0.07769829524923903,2021-10-03
0653DAA9,Bengaluru,254.2,273.46,254.0,19.46,0.07031462599024402,2021-10-04
344684B5,Kolkata,234.43,254.33,234.92,19.41,0.07931200790340512,2021-10-04
3F42A75F,Mumbai,225.9,244.0,225.75,18.25,0.07292786563420987,2021-10-04
7F6ACD62,Delhi,240.72,258.8,240.63,18.169999999999995,0.07177294480909192,2021-10-04
ACE43B7D,Chennai,235.73,257.26,236.43,20.83,0.07983680380302235,2021-10-04
ACE43B7D,Chennai,225.68,246.41,226.08,20.33,0.08091892472085872,2021-10-05
7F6ACD62,Delhi,240.61,262.26,240.12,22.139999999999997,0.0842470835969924,2021-10-05
3F42A75F,Mumbai,238.56,257.75,238.46,19.29,0.078129316702017,2021-10-05
344684B5,Kolkata,237.02,255.97,237.57,18.4,0.07427679646479109,2021-10-05
0653DAA9,Bengaluru,229.16,247.08,228.15,18.929999999999996,0.07679288386173837,2021-10-05
0653DAA9,Bengaluru,227.47,245.76,227.37,18.389999999999997,0.07374750008934601,2021-10-06
344684B5,Kolkata,243.95,262.74,243.45,19.290000000000003,0.07166131136912846,2021-10-06
3F42A75F,Mumbai,250.86,270.90999999999997,250.1,20.809999999999995,0.08023970231401714,2021-10-06
7F6ACD62,Delhi,249.1,271.05,247.74,23.31,0.08219663762311968,2021-10-06
ACE43B7D,Chennai,238.8,257.7,237.88,19.819999999999997,0.07484038571550368,2021-10-06
ACE43B7D,Chennai,245.84,265.01,245.67,19.339999999999996,0.07273201991053442,2021-10-07
7F6ACD62,Delhi,244.09,264.85,245.26,19.589999999999996,0.0743391931119111,2021-10-07
3F42A75F,Mumbai,243.97,262.02,243.29,18.73,0.0759781583189749,2021-10-07
344684B5,Kolkata,234.07,252.57,233.24,19.33,0.07541447096128588,2021-10-07
0653DAA9,Bengaluru,248.66,268.08,249.23,18.85,0.07395688819756772,2021-10-07
0653DAA9,Bengaluru,252.24,274.77,252.12,22.65,0.08027059222568284,2021-10-08
344684B5,Kolkata,259.98,279.76,259.77,19.99,0.0706675843750725,2021-10-08
3F42A75F,Mumbai,249.97,270.18,251.02,19.160000000000004,0.07059270613214519,2021-10-08
7F6ACD62,Delhi,238.01,261.28000000000003,238.91,22.37,0.08366176973763766,2021-10-08
ACE43B7D,Chennai,246.12,266.19,246.34,19.85,0.07360255595848603,2021-10-08
7F6ACD62,Delhi,238.55,259.86,239.14,20.720000000000002,0.07888471185719308,2021-10-09
3F42A75F,Mumbai,235.6,257.2,236.23,20.97,0.07892906970319483,2021-10-09
ACE43B7D,Chennai,221.51,238.91,221.45,17.46,0.0734973292075778,2021-10-09
0653DAA9,Bengaluru,248.93,269.12,248.47,20.650000000000002,0.07447947009777536,2021-10-09
344684B5,Kolkata,232.14000000000001,250.56,233.24,17.319999999999997,0.06810781874630671,2021-10-09
0653DAA9,Bengaluru,246.60999999999999,265.92,245.88,20.039999999999996,0.07686432625818523,2021-10-10
344684B5,Kolkata,234.43,254.64,234.5,20.139999999999997,0.07973847129831348,2021-10-10
3F42A75F,Mumbai,245.16,266.29,245.88,20.410000000000004,0.0757963249930117,2021-10-10
7F6ACD62,Delhi,214.34,231.32,213.64,17.68,0.07555742068506281,2021-10-10
ACE43B7D,Chennai,254.66,274.8,253.39,21.41,0.0761442913416255,2021-10-10
ACE43B7D,Chennai,245.14000000000001,264.03,244.18,19.85,0.07556968203213359,2021-10-11
7F6ACD62,Delhi,246.14,266.21,246.14,20.07,0.07650038143172075,2021-10-11
3F42A75F,Mumbai,252.97,270.72,252.2,18.52,0.0703832128647063,2021-10-11
344684B5,Kolkata,249.13,270.38,249.94,20.44,0.07786404360730828,2021-10-11
0653DAA9,Bengaluru,239.26,259.13,239.48,19.65,0.07680878768822791,2021-10-11
0653DAA9,Bengaluru,242.5,259.72,242.5,17.220000000000002,0.06752114951606401,2021-10-12
344684B5,Kolkata,255.91,276.63,255.73,20.900000000000002,0.07636155856820821,2021-10-12
3F42A75F,Mumbai,240.1,262.17,240.85999999999999,21.310000000000002,0.08272335014186698,2021-10-12
7F6ACD62,Delhi,261.69,284.82,262.71999999999997,22.100000000000005,0.07641882502163805,2021-10-12
ACE43B7D,Chennai,238.3,258.95,238.83,20.119999999999997,0.07758571394424311,2021-10-12
7F6ACD62,Delhi,255.48,274.82,256.5,18.32,0.06808198483354846,2021-10-13
3F42A75F,Mumbai,237.7,257.5,237.98,19.52,0.07443177072054673,2021-10-13
ACE43B7D,Chennai,232.95,252.94,232.68,20.26,0.0747707675291502,2021-10-13
0653DAA9,Bengaluru,236.88,254.77,237.36,17.41,0.06985278318794678,2021-10-13
344684B5,Kolkata,243.8,263.98,242.4,21.58,0.08177986788762448,2021-10-13
0653DAA9,Bengaluru,245.77,263.8,245.13,18.669999999999998,0.06935014486657474,2021-10-14
344684B5,Kolkata,245.3,263.69,245.15,18.540000000000003,0.07181467931926565,2021-10-14
3F42A75F,Mumbai,249.48,269.59,248.44,21.15,0.07631371788435129,2021-10-14
7F6ACD62,Delhi,248.47,266.93,247.61,19.319999999999997,0.07218069189404952,2021-10-14
ACE43B7D,Chennai,266.26,289.04,266.87,22.17,0.07831218283099413,2021-10-14
7F6ACD62,Delhi,254.1,277.79,253.26,24.53,0.08351631497059973,2021-10-15
3F42A75F,Mumbai,249.99,269.65999999999997,249.56,20.099999999999998,0.0770904848588779,2021-10-15
ACE43B7D,Chennai,235.8,256.05,235.79,20.26,0.07701370264791563,2021-10-15
0653DAA9,Bengaluru,235.2,253.46,234.66,18.8,0.0750757489903354,2021-10-15
344684B5,Kolkata,223.07,239.88,223.31,16.569999999999997,0.07186389013399064,2021-10-15
0653DAA9,Bengaluru,220.0,234.88,218.52,16.36,0.06658037645933239,2021-10-16
344684B5,Kolkata,238.16,254.51,238.12,16.39,0.0695397812117209,2021-10-16
3F42A75F,Mumbai,233.93,253.9,234.28,19.619999999999997,0.079390783581451,2021-10-16
7F6ACD62,Delhi,230.97,251.34,231.1,20.24,0.07861228820172432,2021-10-16
ACE43B7D,Chennai,257.35,276.27,255.65,20.620000000000005,0.07452204197778196,2021-10-16
0653DAA9,Bengaluru,250.07,271.82,250.69,21.13,0.07991884685164947,2021-10-17
344684B5,Kolkata,244.39,265.1,244.85,20.249999999999996,0.07829886074744359,2021-10-17
3F42A75F,Mumbai,227.02,244.1,226.39000000000001,17.71,0.07349913575685184,2021-10-17
7F6ACD62,Delhi,252.82,271.26,251.91,19.349999999999998,0.07156464312391485,2021-10-17
ACE43B7D,Chennai,245.14000000000001,264.94,244.82,20.12,0.07064384321100779,2021-10-17
ACE43B7D,Chennai,240.38,257.66,239.58,18.080000000000002,0.07265484390582097,2021-10-18
7F6ACD62,Delhi,252.76,273.33,252.08,21.25,0.07601922283320743,2021-10-18
3F42A75F,Mumbai,245.84,266.25,246.25,19.999999999999996,0.07392196529583353,2021-10-18
344684B5,Kolkata,253.6,276.48,253.87,22.610000000000003,0.079153724683024,2021-10-18
0653DAA9,Bengaluru,230.54,247.22,230.79,16.43,0.06843617850644212,2021-10-18
0653DAA9,Bengaluru,255.78,274.57,255.18,19.39,0.07183116729092891,2021-10-19
344684B5,Kolkata,247.57,267.4,248.05,19.35,0.07318906546185482,2021-10-19
3F42A75F,Mumbai,234.48,254.23,234.60999999999999,19.62,0.07513613330855655,2021-10-19
7F6ACD62,Delhi,224.06,241.96,223.63,18.33,0.07510128387406295,2021-10-19
ACE43B7D,Chennai,255.31,275.21,255.07,20.139999999999997,0.07391937483631242,2021-10-19
ACE43B7D,Chennai,254.85999999999999,278.83,255.46,23.37,0.08203816288088904,2021-10-20
7F6ACD62,Delhi,250.04,269.68,248.84,20.840000000000003,0.07753615019581257,2021-10-20
3F42A75F,Mumbai,234.54,253.45,233.53,19.919999999999998,0.07653604144300617,2021-10-20
344684B5,Kolkata,257.38,278.01,258.16,19.85,0.07063027471542259,2021-10-20
0653DAA9,Bengaluru,256.66,276.83,257.03,19.800000000000004,0.0727707720274559,2021-10-20
0653DAA9,Bengaluru,229.03,248.6,229.38,19.22,0.07549391383901385,2021-10-21
344684B5,Kolkata,250.65,271.0,249.64000000000001,21.36,0.07473716724441933,2021-10-21
3F42A75F,Mumbai,238.96,258.2,239.74,18.46,0.07351750864801322,2021-10-21
7F6ACD62,Delhi,241.29,256.28,241.41,14.869999999999996,0.061742121095353875,2021-10-21
ACE43B7D,Chennai,231.09,250.85,230.16,20.69,0.07758007181392075,2021-10-21
ACE43B7D,Chennai,232.35,253.07999999999998,234.2,18.880000000000003,0.07238590995278585,2021-10-22
7F6ACD62,Delhi,254.01,275.91,254.3,21.609999999999996,0.0761107773526269,2021-10-22
3F42A75F,Mumbai,247.32,268.04,246.49,21.55,0.0808772456051419,2021-10-22
344684B5,Kolkata,278.63,301.19,278.33,22.859999999999996,0.07437029179142603,2021-10-22
0653DAA9,Bengaluru,251.54,272.89,251.43,21.46,0.07764948888909132,2021-10-22
0653DAA9,Bengaluru,235.7,256.59,235.7,20.889999999999993,0.07772917735079442,2021-10-23
344684B5,Kolkata,236.19,254.39000000000001,236.61,17.779999999999998,0.07214084658672229,2021-10-23
3F42A75F,Mumbai,267.0,289.64,268.06,21.58,0.07620454836641564,2021-10-23
7F6ACD62,Delhi,243.99,262.16,244.04,18.12,0.06949601396623177,2021-10-23
ACE43B7D,Chennai,246.49,265.66,245.95,19.71,0.07506299923126379,2021-10-23
ACE43B7D,Chennai,244.21,269.36,245.62,23.74,0.0876619679486741,2021-10-24
7F6ACD62,Delhi,256.29,277.18,255.67,21.51,0.0759200270741995,2021-10-24
3F42A75F,Mumbai,234.02,250.26,234.69,15.569999999999999,0.06473409881626663,2021-10-24
344684B5,Kolkata,247.22,270.58,247.24,23.340000000000003,0.08380015067789713,2021-10-24
0653DAA9,Bengaluru,222.9,243.07,223.6,19.47,0.08084640631566116,2021-10-24
0653DAA9,Bengaluru,244.24,262.45,242.93,19.520000000000003,0.07488868923314175,2021-10-25
344684B5,Kolkata,230.4,248.78,229.4,19.380000000000003,0.07824671183171399,2021-10-25
3F42A75F,Mumbai,269.54,293.15,271.12,22.03,0.07215538661486381,2021-10-25
7F6ACD62,Delhi,239.08,257.88,239.76,18.12,0.07162453988856642,2021-10-25
ACE43B7D,Chennai,264.75,282.62,264.57,18.050000000000004,0.06625961070488859,2021-10-25
7F6ACD62,Delhi,247.99,269.45,248.9,20.55,0.07283116669729287,2021-10-26
3F42A75F,Mumbai,264.11,290.92,264.82,26.099999999999998,0.09176837359240321,2021-10-26
ACE43B7D,Chennai,232.93,252.55,232.41,20.14,0.07882539897928571,2021-10-26
0653DAA9,Bengaluru,252.21,271.0,251.71,19.29,0.06885761317015664,2021-10-26
344684B5,Kolkata,239.7,260.21,239.18,21.029999999999998,0.07855170391910905,2021-10-26
0653DAA9,Bengaluru,255.49,275.46,255.18,20.28,0.07645586697798414,2021-10-27
344684B5,Kolkata,232.4,250.55,231.49,19.059999999999995,0.07584112683551116,2021-10-27
3F42A75F,Mumbai,235.83,255.69,235.75,19.939999999999998,0.0778346078517423,2021-10-27
7F6ACD62,Delhi,235.35,253.61,235.39,18.220000000000002,0.0770720151018663,2021-10-27
ACE43B7D,Chennai,245.31,263.62,244.81,18.810000000000002,0.07034865097036282,2021-10-27
ACE43B7D,Chennai,233.35,252.77,233.60999999999999,19.16,0.07554337765761358,2021-10-28
7F6ACD62,Delhi,253.86,271.81,254.32,17.490000000000002,0.06556316091360767,2021-10-28
3F42A75F,Mumbai,234.71,251.79,234.5,17.29,0.07167081165333271,2021-10-28
344684B5,Kolkata,248.08,268.15,248.31,19.84,0.07519446669867184,2021-10-28
0653DAA9,Bengaluru,240.02,257.24,240.28,16.960000000000004,0.07153893183541286,2021-10-28
0653DAA9,Bengaluru,254.69,274.99,254.6,20.39,0.07308201426564101,2021-10-29
344684B5,Kolkata,215.47,235.63,216.12,19.509999999999998,0.08101857594349814,2021-10-29
3F42A75F,Mumbai,254.84,273.94,255.61,18.330000000000002,0.06667429159385463,2021-10-29
7F6ACD62,Delhi,249.76,272.71,249.99,22.72,0.0846492991077215,2021-10-29
ACE43B7D,Chennai,260.09,280.65,260.77,19.88,0.07239993722153426,2021-10-29
7F6ACD62,Delhi,253.63,273.94,254.61,19.330000000000002,0.07362225666200196,2021-10-30
3F42A75F,Mumbai,245.49,266.29,246.21,20.080000000000002,0.07430081614513256,2021-10-30
ACE43B7D,Chennai,266.46,285.77,264.94,20.83,0.07274901095899994,2021-10-30
0653DAA9,Bengaluru,248.84,267.11,247.76,19.35,0.07284957008350035,2021-10-30
344684B5,Kolkata,242.94,263.67,243.88,19.79,0.07293883050061835,2021-10-30
0653DAA9,Bengaluru,235.85,253.48,235.54999999999998,17.93,0.07373032566319491,2021-10-31
344684B5,Kolkata,239.56,256.44,237.81,18.63,0.07523252819669128,2021-10-31
3F42A75F,Mumbai,223.6,241.09,223.3,17.790000000000003,0.0727943316892906,2021-10-31
7F6ACD62,Delhi,229.52,248.07,230.33,17.740000000000002,0.0677936797601572,2021-10-31
ACE43B7D,Chennai,233.5,253.24,233.05,20.19,0.07693753688596593,2021-10-31
7F6ACD62,Delhi,242.75,262.33,243.01,19.32,0.07645753831865475,2021-11-01
3F42A75F,Mumbai,260.61,279.69,259.49,20.2,0.07140596068472434,2021-11-01
ACE43B7D,Chennai,249.08,272.97,250.08,22.889999999999997,0.07973506186047656,2021-11-01
0653DAA9,Bengaluru,243.89,262.99,243.84,19.15,0.07738629139822241,2021-11-01
344684B5,Kolkata,260.93,282.15,261.8,20.349999999999998,0.07202783553874406,2021-11-01
0653DAA9,Bengaluru,225.33,242.37,225.66,16.71,0.06915329042683187,2021-11-02
344684B5,Kolkata,232.46,252.92,233.21,19.71,0.07598781399395813,2021-11-02
3F42A75F,Mumbai,229.92,248.98,229.91,19.07,0.07554572683221931,2021-11-02
7F6ACD62,Delhi,234.2,253.66,235.81,17.85,0.0729424959957918,2021-11-02
ACE43B7D,Chennai,228.96,246.48,228.91,17.569999999999997,0.07350644414228631,2021-11-02
0653DAA9,Bengaluru,227.7,244.84,227.73,17.110000000000003,0.07283408724122135,2021-11-03
344684B5,Kolkata,242.72,263.85,242.79,21.06,0.07765216751359684,2021-11-03
3F42A75F,Mumbai,260.71,284.71,262.27,22.44,0.0795149109374647,2021-11-03
7F6ACD62,Delhi,251.09,271.81,251.07,20.74,0.07578001468978895,2021-11-03
ACE43B7D,Chennai,247.07,267.48,247.91,19.57,0.07425125930294334,2021-11-03
7F6ACD62,Delhi,230.89000000000001,250.08,229.72,20.360000000000003,0.07990974525961664,2021-11-04
3F42A75F,Mumbai,229.68,247.19,228.69,18.500000000000004,0.07497458836563338,2021-11-04
ACE43B7D,Chennai,241.28,263.13,241.75,21.380000000000003,0.08300120777999856,2021-11-04
0653DAA9,Bengaluru,224.3,243.14,225.37,17.77,0.07379125102816052,2021-11-04
344684B5,Kolkata,236.36,254.38,237.67,16.71,0.06782683617198627,2021-11-04
0653DAA9,Bengaluru,214.24,231.53,214.46,17.07,0.07722148573775667,2021-11-05
344684B5,Kolkata,229.0,248.49,229.55,18.94,0.07791742269569359,2021-11-05
3F42A75F,Mumbai,229.5,248.36,229.16,19.2,0.07832275637858166,2021-11-05
7F6ACD62,Delhi,238.19,259.16,238.08,21.08,0.0805373427704447,2021-11-05
ACE43B7D,Chennai,224.07,244.25,224.99,19.260000000000005,0.07894541874104413,2021-11-05
ACE43B7D,Chennai,271.32,294.09,271.86,22.230000000000004,0.07492689801410583,2021-11-06
7F6ACD62,Delhi,260.15999999999997,279.99,259.21999999999997,20.770000000000003,0.0736630986370716,2021-11-06
3F42A75F,Mumbai,242.32999999999998,261.8,242.01,19.789999999999996,0.07679154105628654,2021-11-06
344684B5,Kolkata,249.92000000000002,269.88,250.44,19.439999999999998,0.07376576768983038,2021-11-06
0653DAA9,Bengaluru,249.55,267.97,249.93,18.04,0.06452791377130916,2021-11-06
0653DAA9,Bengaluru,243.3,262.97,243.53,19.44,0.07390354452045357,2021-11-07
344684B5,Kolkata,249.96,271.05,249.94,21.11,0.07749505191100782,2021-11-07
3F42A75F,Mumbai,247.85,268.94,246.68,22.259999999999998,0.08235959202005944,2021-11-07
7F6ACD62,Delhi,252.59,271.92,251.62,20.299999999999997,0.07344419185613392,2021-11-07
ACE43B7D,Chennai,248.47,272.04,248.41,23.630000000000003,0.08420394655832762,2021-11-07
ACE43B7D,Chennai,234.60999999999999,251.92,234.17,17.75,0.07093246288414995,2021-11-08
7F6ACD62,Delhi,246.81,262.65,246.45,16.200000000000003,0.06555456418380609,2021-11-08
3F42A75F,Mumbai,268.93,291.23,267.83,23.399999999999995,0.07714668976591983,2021-11-08
344684B5,Kolkata,238.34,258.52,239.59,18.930000000000003,0.07310587704888576,2021-11-08
0653DAA9,Bengaluru,258.68,278.93,258.42,20.51,0.0713947050943451,2021-11-08
0653DAA9,Bengaluru,268.2,290.01,268.0,22.01,0.07666841855952493,2021-11-09
344684B5,Kolkata,233.5,253.49,233.59,19.9,0.0775072222322201,2021-11-09
3F42A75F,Mumbai,229.04,248.5,229.13,19.37,0.07983550238115143,2021-11-09
7F6ACD62,Delhi,244.72,261.63,244.47,17.16,0.06580508138851333,2021-11-09
ACE43B7D,Chennai,234.88,254.95,233.93,21.020000000000003,0.08191934337255487,2021-11-09
ACE43B7D,Chennai,243.4,262.02,243.66,18.36,0.07374121187159942,2021-11-10
7F6ACD62,Delhi,238.28,256.42,238.7,17.720000000000002,0.07305580939246815,2021-11-10
3F42A75F,Mumbai,234.99,255.41,234.05,21.36,0.08070655031071237,2021-11-10
344684B5,Kolkata,260.55,277.9,260.84,17.060000000000002,0.06422606310329765,2021-11-10
0653DAA9,Bengaluru,241.78,261.08,241.63,19.450000000000003,0.0756745291695164,2021-11-10
0653DAA9,Bengaluru,254.17000000000002,273.8,253.89000000000001,19.909999999999997,0.0735763195193412,2021-11-11
344684B5,Kolkata,234.01,252.51000000000002,233.64,18.870000000000005,0.0726735040327748,2021-11-11
3F42A75F,Mumbai,244.04,264.98,244.96,20.02,0.07422210562102761,2021-11-11
7F6ACD62,Delhi,244.0,264.47,242.91,21.560000000000002,0.08162768646093917,2021-11-11
ACE43B7D,Chennai,221.67,238.47,221.62,16.849999999999998,0.07096270725209507,2021-11-11
7F6ACD62,Delhi,235.87,253.72,235.52,18.2,0.06863759308639734,2021-11-12
3F42A75F,Mumbai,239.18,257.29,238.9,18.389999999999997,0.06967368307498821,2021-11-12
ACE43B7D,Chennai,240.91,260.91,240.78,20.13,0.07599278734347982,2021-11-12
0653DAA9,Bengaluru,254.16,272.51,253.97,18.54,0.06872883372136691,2021-11-12
344684B5,Kolkata,228.37,249.27,228.71,20.560000000000002,0.08049880430813675,2021-11-12
0653DAA9,Bengaluru,250.63,267.82,249.6,18.22,0.07137990960569741,2021-11-13
344684B5,Kolkata,251.58,271.63,249.79,21.84,0.07857257767193877,2021-11-13
3F42A75F,Mumbai,237.64,255.25,236.86,18.389999999999997,0.07375972322826527,2021-11-13
7F6ACD62,Delhi,235.84,254.56,235.74,18.82,0.07058432437018312,2021-11-13
ACE43B7D,Chennai,245.71,267.5,245.81,21.69,0.07922382223319138,2021-11-13
ACE43B7D,Chennai,219.54,236.22,220.1,16.12,0.07342584390181842,2021-11-14
7F6ACD62,Delhi,225.4,241.57,225.23,16.34,0.06943765184331065,2021-11-14
3F42A75F,Mumbai,256.16,277.99,256.51,21.48,0.0765892299100646,2021-11-14
344684B5,Kolkata,244.06,263.42,244.9,18.52,0.07127617859870444,2021-11-14
0653DAA9,Bengaluru,233.35,250.54,234.15,16.39,0.06512913774985515,2021-11-14
0653DAA9,Bengaluru,244.24,264.35,244.28,20.07,0.07617891271615099,2021-11-15
344684B5,Kolkata,230.32,248.35999999999999,229.7,18.66,0.07310535672937649,2021-11-15
3F42A75F,Mumbai,245.23,266.31,245.85,20.460000000000004,0.07861813072814901,2021-11-15
7F6ACD62,Delhi,225.47,244.34,225.27,19.069999999999997,0.07555095530034721,2021-11-15
ACE43B7D,Chennai,233.0,252.92,233.08,19.839999999999996,0.0753791670377356,2021-11-15
7F6ACD62,Delhi,236.14,253.64,235.66,17.979999999999997,0.07050866358880088,2021-11-16
3F42A75F,Mumbai,248.33,266.8,249.33,17.470000000000002,0.06763060741719167,2021-11-16
ACE43B7D,Chennai,251.11,271.18,250.83,20.349999999999998,0.07474699010964879,2021-11-16
0653DAA9,Bengaluru,247.23,268.7,248.25,20.45,0.07593737104163675,2021-11-16
344684B5,Kolkata,250.31,271.63,250.62,21.01,0.08020084307774762,2021-11-16
0653DAA9,Bengaluru,246.59,267.04,245.64000000000001,21.4,0.07641627144847431,2021-11-17
344684B5,Kolkata,251.26,269.51,250.83,18.679999999999996,0.07179085862100425,2021-11-17
3F42A75F,Mumbai,243.59,262.03,243.25,18.78,0.06820349209530703,2021-11-17
7F6ACD62,Delhi,253.18,273.34,253.92000000000002,19.419999999999995,0.07221239298539238,2021-11-17
ACE43B7D,Chennai,232.18,251.4,232.68,18.72,0.07561847128504419,2021-11-17
7F6ACD62,Delhi,225.2,242.53,225.02,17.51,0.07389091962922993,2021-11-18
3F42A75F,Mumbai,281.88,304.12,283.95,20.169999999999998,0.06994479865104615,2021-11-18
ACE43B7D,Chennai,250.58,270.42,251.28,19.139999999999997,0.06992625251263344,2021-11-18
0653DAA9,Bengaluru,234.63,253.89000000000001,234.97,18.92,0.07165932801757806,2021-11-18
344684B5,Kolkata,229.19,247.9,230.37,17.53,0.0686579074212172,2021-11-18
0653DAA9,Bengaluru,243.44,262.84000000000003,243.98000000000002,18.86,0.07222884063515367,2021-11-19
344684B5,Kolkata,224.31,242.39000000000001,224.57,17.82,0.07273713058464847,2021-11-19
3F42A75F,Mumbai,250.49,267.68,249.32,18.36,0.06967550746070102,2021-11-19
7F6ACD62,Delhi,241.32999999999998,261.29,241.43,19.86,0.07743585572863312,2021-11-19
ACE43B7D,Chennai,236.97,255.51,236.38,19.130000000000003,0.07137070995029966,2021-11-19
0653DAA9,Bengaluru,247.74,269.14,247.42,21.720000000000002,0.08196889978532804,2021-11-20
344684B5,Kolkata,248.07,268.99,248.18,20.810000000000002,0.07596074217308846,2021-11-20
3F42A75F,Mumbai,255.66,278.68,256.23,22.45,0.07729607965239182,2021-11-20
7F6ACD62,Delhi,245.73,263.96,246.16,17.799999999999997,0.07222171449259752,2021-11-20
ACE43B7D,Chennai,239.87,258.28,239.75,18.529999999999998,0.07330938295183033,2021-11-20
7F6ACD62,Delhi,249.06,267.71,248.75,18.96,0.07064784315982633,2021-11-21
3F42A75F,Mumbai,257.03,277.24,257.57,19.67,0.07318256958026716,2021-11-21
ACE43B7D,Chennai,236.42,253.36,236.19,17.169999999999998,0.06968078839163876,2021-11-21
0653DAA9,Bengaluru,251.26,271.04,251.22,19.82,0.07514800525845311,2021-11-21
344684B5,Kolkata,263.64,284.04,263.56,20.480000000000004,0.07251288053409091,2021-11-21
0653DAA9,Bengaluru,255.53,274.39,254.18,20.21,0.07341747231071917,2021-11-22
344684B5,Kolkata,228.91,246.62,229.06,17.560000000000002,0.07356328509803058,2021-11-22
3F42A75F,Mumbai,223.16,242.58,223.35999999999999,19.220000000000002,0.07571479566854157,2021-11-22
7F6ACD62,Delhi,217.01,232.38,216.27,16.110000000000003,0.06998485396946995,2021-11-22
ACE43B7D,Chennai,256.93,280.84,257.44,23.4,0.08199943777510105,2021-11-22
ACE43B7D,Chennai,246.83,268.21999999999997,245.32,22.9,0.08223062265172783,2021-11-23
3F42A75F,Mumbai,246.27,264.61,245.28,19.33,0.07358986977006005,2021-11-23
7F6ACD62,Delhi,223.12,240.07,221.32,18.75,0.0781108983923308,2021-11-23
0653DAA9,Bengaluru,225.53,245.59,224.97,20.62,0.08021615479640216,2021-11-23
344684B5,Kolkata,247.15,266.83,247.29,19.54,0.07274512198740805,2021-11-23
0653DAA9,Bengaluru,217.74,235.32,217.84,17.48,0.0757634067208038,2021-11-24
344684B5,Kolkata,222.8,242.31,223.9,18.41,0.07438308910905306,2021-11-24
3F42A75F,Mumbai,234.6,252.91,233.5,19.409999999999997,0.07391007540384387,2021-11-24
7F6ACD62,Delhi,266.68,284.71,266.31,18.4,0.06392919165033702,2021-11-24
